shot_id,phase,n_slices,n_ood_slices,r_OOD,train_fraction_membership
14624,train,41,0,0,"5,100"
14625,train,46,0,0,"25,50,100"
14626,train,15,0,0,"50,100"
14627,train,39,0,0,100
14628,train,18,0,0,"50,100"
14629,train,23,0,0,100
14630,train,36,0,0,"50,100"
14631,train,16,0,0,"50,100"
14636,train,51,0,0,"50,100"
14648,train,43,0,0,"50,100"
14649,train,48,0,0,"50,100"
14650,train,46,0,0,100
14652,train,50,0,0,"50,100"
14653,train,53,0,0,"50,100"
14655,train,27,0,0,"50,100"
14656,train,31,0,0,100
14657,train,46,0,0,"25,100"
14658,train,44,0,0,"50,100"
14659,train,27,0,0,"25,50,100"
14791,train,36,0,0,"50,100"
14792,train,37,0,0,100
14795,train,37,0,0,"50,100"
14797,train,50,0,0,"50,100"
14798,train,51,0,0,"50,100"
14800,train,52,0,0,100
14801,train,51,0,0,100
14802,train,50,0,0,"50,100"
14803,train,53,0,0,100
14804,train,51,0,0,100
14805,train,51,0,0,"50,100"
14806,train,48,0,0,"50,100"
14807,train,53,0,0,"50,100"
14808,train,51,0,0,"50,100"
14809,train,50,0,0,"50,100"
14810,train,53,0,0,"25,50,100"
14811,train,53,0,0,"50,100"
14815,train,51,0,0,100
14816,train,51,0,0,100
14817,train,51,0,0,100
14818,train,52,0,0,"25,50,100"
14819,train,53,0,0,"50,100"
14820,train,51,0,0,"50,100"
14822,train,50,0,0,100
14823,train,50,0,0,100
14824,train,51,0,0,"50,100"
14825,train,49,0,0,100
14827,train,49,0,0,"25,100"
14828,train,50,0,0,"5,100"
14830,train,52,0,0,"50,100"
14831,train,49,0,0,100
14832,train,50,0,0,"50,100"
14834,train,23,0,0,"25,50,100"
14835,train,52,0,0,"50,100"
14837,train,52,0,0,100
14885,train,51,0,0,100
14886,train,1,0,0,"25,50,100"
14889,train,48,0,0,"25,100"
14890,train,35,0,0,100
14891,train,43,0,0,"25,100"
14892,train,35,0,0,"50,100"
14893,train,39,0,0,"50,100"
14894,train,49,0,0,"50,100"
14895,train,45,0,0,"50,100"
14896,train,11,0,0,"50,100"
14898,train,41,0,0,"50,100"
14900,train,43,0,0,"50,100"
14901,train,43,0,0,100
14902,train,42,0,0,"50,100"
14904,train,4,0,0,"50,100"
14909,train,51,0,0,"5,100"
14911,train,25,0,0,"50,100"
14912,train,18,0,0,"50,100"
14913,train,12,0,0,"50,100"
14914,train,14,0,0,"50,100"
14947,train,52,0,0,"5,50,100"
14949,train,9,0,0,"50,100"
14950,train,15,0,0,"25,50,100"
14951,train,32,0,0,100
14952,train,33,0,0,"25,50,100"
14953,train,31,0,0,100
14954,train,33,0,0,"50,100"
14955,train,40,0,0,"5,100"
14957,train,45,0,0,100
14959,train,40,0,0,100
14962,train,36,0,0,"25,50,100"
14965,train,50,0,0,"25,100"
14969,train,14,0,0,100
14973,train,13,0,0,100
14974,train,9,0,0,100
14976,train,12,0,0,"50,100"
14977,train,12,0,0,100
14978,train,45,0,0,100
14979,train,40,0,0,"25,100"
14981,train,37,0,0,"1,5,50,100"
14982,train,30,0,0,100
14983,train,37,0,0,100
14986,train,54,0,0,"50,100"
14988,train,53,0,0,"50,100"
14989,train,55,0,0,100
14990,train,54,0,0,"25,100"
14993,train,39,0,0,"25,50,100"
14995,train,18,0,0,"25,50,100"
14997,train,34,0,0,100
14998,train,44,0,0,"50,100"
14999,train,32,0,0,"50,100"
15000,train,18,0,0,"50,100"
15001,train,11,0,0,100
15003,train,18,0,0,"50,100"
15004,train,18,0,0,"50,100"
15005,train,6,0,0,"25,50,100"
15006,train,6,0,0,"25,100"
15007,train,41,0,0,"50,100"
15008,train,24,0,0,100
15009,train,6,0,0,"50,100"
15010,train,23,0,0,"5,50,100"
15011,train,57,0,0,"50,100"
15012,train,33,0,0,"50,100"
15015,train,53,0,0,100
15016,train,36,0,0,"50,100"
15017,train,23,0,0,"25,50,100"
15018,train,19,0,0,"50,100"
15019,train,38,0,0,"25,50,100"
15020,train,29,0,0,"50,100"
15021,train,43,0,0,100
15022,train,42,0,0,"50,100"
15023,train,43,0,0,"50,100"
15024,train,28,0,0,100
15034,train,2,0,0,"25,50,100"
15035,train,42,0,0,100
15036,train,42,0,0,100
15037,train,19,0,0,100
15038,train,31,0,0,100
15039,train,13,1,0.0769230769,"50,100"
15040,train,33,0,0,"25,50,100"
15041,train,29,0,0,100
15042,train,23,0,0,100
15043,train,51,0,0,"25,50,100"
15044,train,42,0,0,"50,100"
15045,train,36,0,0,100
15046,train,53,0,0,"25,100"
15048,train,50,0,0,"50,100"
15049,train,51,0,0,100
15052,train,53,0,0,"50,100"
15054,train,23,0,0,"50,100"
15055,train,24,0,0,"50,100"
15056,train,18,0,0,"25,50,100"
15057,train,14,0,0,"5,25,50,100"
15058,train,9,0,0,"50,100"
15059,train,11,0,0,"25,50,100"
15060,train,13,0,0,"50,100"
15061,train,11,0,0,"50,100"
15063,train,1,0,0,"25,100"
15064,train,10,0,0,"25,50,100"
15065,train,12,0,0,100
15067,train,26,0,0,100
15068,train,22,0,0,100
15069,train,18,0,0,"50,100"
15070,train,19,0,0,100
15071,train,21,0,0,"50,100"
15072,train,4,0,0,"50,100"
15085,train,27,0,0,"50,100"
15086,train,5,0,0,"50,100"
15087,train,4,0,0,100
15088,train,28,0,0,100
15089,train,8,0,0,"50,100"
15092,train,30,0,0,100
15093,train,28,0,0,100
15094,train,27,0,0,"50,100"
15095,train,23,0,0,100
15096,train,25,0,0,"50,100"
15097,train,22,0,0,100
15098,train,25,0,0,"50,100"
15099,train,23,0,0,"50,100"
15100,train,21,0,0,"25,100"
15104,train,36,0,0,"25,100"
15106,train,22,0,0,"50,100"
15107,train,26,0,0,100
15108,train,25,0,0,"25,100"
15109,train,4,0,0,"5,100"
15111,train,27,0,0,100
15112,train,29,0,0,"25,100"
15113,train,2,0,0,"50,100"
15114,train,29,0,0,"25,100"
15115,train,26,0,0,"50,100"
15116,train,26,0,0,"50,100"
15117,train,3,0,0,"25,100"
15118,train,26,0,0,"50,100"
15119,train,25,0,0,"5,25,100"
15120,train,26,0,0,"25,50,100"
15121,train,25,0,0,100
15122,train,25,0,0,"50,100"
15125,train,24,1,0.0416666667,"50,100"
15133,train,28,0,0,100
15135,train,54,0,0,"50,100"
15137,train,24,0,0,"25,50,100"
15139,train,37,0,0,"50,100"
15140,train,14,0,0,100
15141,train,15,0,0,"50,100"
15142,train,38,0,0,100
15143,train,19,0,0,"50,100"
15144,train,41,0,0,"25,100"
15147,train,5,0,0,100
15148,train,22,0,0,100
15149,train,24,1,0.0416666667,"25,100"
15152,train,44,0,0,"50,100"
15153,train,3,0,0,"50,100"
15154,train,27,2,0.0740740741,100
15159,train,26,1,0.0384615385,100
15160,train,4,0,0,100
15161,train,27,0,0,"50,100"
15162,train,28,0,0,100
15163,train,27,0,0,100
15165,train,25,0,0,100
15167,train,26,0,0,"25,50,100"
15169,train,26,0,0,"50,100"
15170,train,25,0,0,100
15173,train,26,0,0,100
15176,train,51,0,0,"50,100"
15178,train,23,0,0,100
15179,train,26,1,0.0384615385,100
15180,train,4,0,0,100
15181,train,26,0,0,100
15182,train,27,0,0,100
15183,train,26,0,0,"25,100"
15185,train,25,0,0,"5,25,50,100"
15186,train,26,0,0,"50,100"
15187,train,25,0,0,"50,100"
15188,train,28,0,0,100
15190,train,3,0,0,100
15192,train,26,0,0,"50,100"
15196,train,27,1,0.037037037,100
15198,train,27,1,0.037037037,100
15199,train,27,0,0,"50,100"
15202,train,53,0,0,100
15203,train,27,0,0,"25,100"
15204,train,26,0,0,"50,100"
15205,train,27,0,0,"50,100"
15206,train,26,0,0,"50,100"
15207,train,26,0,0,"50,100"
15209,train,26,0,0,"5,100"
15210,train,25,0,0,"50,100"
15211,train,27,0,0,"25,100"
15212,train,27,0,0,"50,100"
15213,train,24,0,0,100
15214,train,24,0,0,"25,100"
15215,train,3,0,0,100
15217,train,26,0,0,"5,100"
15219,train,13,0,0,"25,100"
15220,train,24,0,0,100
15221,train,23,0,0,100
15223,train,24,0,0,100
15224,train,23,0,0,"50,100"
15225,train,27,0,0,"50,100"
15226,train,7,0,0,"25,100"
15227,train,27,0,0,"50,100"
15228,train,30,0,0,"25,50,100"
15229,train,27,0,0,"50,100"
15231,train,30,0,0,"25,50,100"
15232,train,36,0,0,100
15233,train,26,0,0,"50,100"
15234,train,26,0,0,"50,100"
15235,train,26,0,0,"50,100"
15236,train,26,0,0,"25,100"
15245,train,21,0,0,"25,50,100"
15246,train,52,0,0,"25,50,100"
15247,train,41,0,0,"5,50,100"
15248,train,46,0,0,100
15250,train,46,0,0,100
15251,train,47,0,0,"50,100"
15252,train,54,0,0,100
15253,train,39,0,0,"25,50,100"
15254,train,10,0,0,100
15255,train,34,0,0,100
15257,train,32,0,0,"50,100"
15258,train,12,0,0,"50,100"
15259,train,29,0,0,"50,100"
15260,train,31,0,0,"50,100"
15261,train,24,0,0,100
15262,train,30,0,0,"50,100"
15263,train,24,0,0,100
15265,train,34,0,0,"25,100"
15266,train,35,0,0,100
15267,train,36,0,0,100
15268,train,31,0,0,"50,100"
15271,train,3,0,0,100
15272,train,24,0,0,100
15274,train,25,0,0,"25,50,100"
15275,train,25,0,0,"25,100"
15276,train,22,0,0,"50,100"
15277,train,2,0,0,"50,100"
15278,train,26,0,0,100
15279,train,26,0,0,100
15280,train,22,0,0,"25,50,100"
15281,train,2,0,0,100
15282,train,21,0,0,"50,100"
15283,train,13,0,0,"25,100"
15284,train,12,0,0,100
15285,train,16,0,0,"50,100"
15286,train,22,0,0,"50,100"
15287,train,11,0,0,"25,100"
15288,train,12,0,0,"50,100"
15289,train,12,0,0,"25,50,100"
15290,train,13,0,0,"50,100"
15291,train,14,0,0,100
15292,train,6,0,0,"50,100"
15293,train,12,0,0,100
15308,train,18,0,0,"5,25,100"
15309,train,13,0,0,"50,100"
15310,train,14,0,0,"50,100"
15311,train,6,0,0,"50,100"
15312,train,7,0,0,"1,100"
15313,train,19,0,0,"50,100"
15314,train,15,0,0,"50,100"
15315,train,25,0,0,"25,100"
15316,train,21,0,0,"50,100"
15317,train,23,0,0,100
15319,train,19,0,0,"50,100"
15320,train,12,0,0,100
15325,train,22,0,0,"50,100"
15326,train,20,0,0,"50,100"
15327,train,5,0,0,"5,100"
15328,train,19,0,0,"25,100"
15329,train,21,0,0,100
15330,train,16,0,0,"50,100"
15331,train,8,0,0,"5,50,100"
15334,train,7,0,0,"50,100"
15335,train,9,0,0,"25,100"
15336,train,33,0,0,"50,100"
15337,train,35,0,0,"50,100"
15338,train,35,0,0,100
15339,train,32,0,0,100
15340,train,29,0,0,"50,100"
15341,train,32,0,0,100
15349,train,51,0,0,"25,100"
15350,train,53,0,0,"50,100"
15353,train,22,0,0,"50,100"
15355,train,26,0,0,"1,50,100"
15356,train,18,0,0,"25,100"
15357,train,2,0,0,100
15360,train,37,0,0,"50,100"
15361,train,36,0,0,"50,100"
15362,train,36,0,0,"50,100"
15363,train,37,0,0,100
15364,train,35,0,0,"5,100"
15365,train,38,0,0,100
15366,train,36,0,0,100
15370,train,1,0,0,"50,100"
15376,train,1,0,0,"50,100"
15379,train,26,0,0,"50,100"
15380,train,33,0,0,"50,100"
15381,train,30,0,0,"50,100"
15382,train,30,0,0,"25,50,100"
15383,train,33,0,0,100
15384,train,29,0,0,"50,100"
15386,train,30,0,0,100
15441,train,48,0,0,"25,50,100"
15442,train,44,0,0,"25,100"
15444,train,29,0,0,100
15446,train,31,0,0,"25,50,100"
15448,train,5,0,0,"50,100"
15449,train,6,0,0,100
15450,train,9,0,0,"50,100"
15451,train,14,0,0,"1,100"
15452,train,15,0,0,100
15454,train,9,0,0,"1,25,50,100"
15455,train,7,0,0,"50,100"
15456,train,20,0,0,"5,100"
15457,train,7,0,0,"50,100"
15458,train,7,0,0,100
15459,train,20,0,0,100
15460,train,19,0,0,"50,100"
15461,train,17,0,0,"50,100"
15477,train,54,0,0,"50,100"
15478,train,24,0,0,"25,100"
15479,train,12,0,0,100
15480,train,30,0,0,"50,100"
15481,train,35,0,0,"50,100"
15482,train,5,0,0,100
15483,train,32,0,0,100
15484,train,25,0,0,100
15485,train,8,0,0,"50,100"
15486,train,9,0,0,100
15490,train,53,0,0,100
15491,train,40,0,0,"50,100"
15492,train,42,0,0,100
15493,train,40,0,0,"25,100"
15494,train,40,0,0,"25,100"
15495,train,36,0,0,"5,100"
15496,train,35,0,0,"50,100"
15498,train,28,0,0,"50,100"
15499,train,32,0,0,100
15500,train,34,0,0,"50,100"
15501,train,42,0,0,"25,100"
15504,train,52,0,0,100
15505,train,39,0,0,"50,100"
15506,train,30,0,0,"50,100"
15507,train,35,0,0,"25,100"
15508,train,38,0,0,"50,100"
15509,train,40,0,0,"50,100"
15510,train,35,0,0,"50,100"
15511,train,41,0,0,100
15512,train,39,0,0,"25,100"
15513,train,7,0,0,"50,100"
15514,train,36,0,0,"25,50,100"
15515,train,30,0,0,"50,100"
15517,train,30,0,0,"50,100"
15518,train,33,0,0,"25,50,100"
15519,train,47,0,0,"25,50,100"
15521,train,41,0,0,"25,50,100"
15523,train,28,0,0,"5,50,100"
15524,train,7,0,0,"50,100"
15525,train,54,0,0,"25,50,100"
15526,train,51,0,0,"5,50,100"
15527,train,28,0,0,"5,100"
15528,train,29,0,0,100
15529,train,35,0,0,"25,100"
15530,train,40,0,0,"25,50,100"
15531,train,30,0,0,100
15532,train,33,0,0,100
15536,train,50,0,0,"50,100"
15537,train,34,0,0,"50,100"
15539,train,48,0,0,100
15540,train,37,0,0,100
15541,train,39,0,0,"50,100"
15544,train,43,0,0,"50,100"
15545,train,31,0,0,"25,50,100"
15546,train,44,0,0,100
15547,train,45,0,0,"1,25,100"
15548,train,8,0,0,"50,100"
15552,train,55,0,0,"50,100"
15553,train,45,0,0,"25,100"
15554,train,56,0,0,"50,100"
15555,train,48,0,0,100
15556,train,40,0,0,"25,100"
15557,train,48,0,0,"50,100"
15558,train,39,0,0,100
15561,train,52,0,0,"25,100"
15562,train,49,0,0,100
15563,train,50,0,0,100
15564,train,51,0,0,100
15565,train,50,0,0,"5,50,100"
15566,train,48,0,0,100
15567,train,47,0,0,100
15569,train,46,0,0,"25,50,100"
15570,train,42,0,0,100
15571,train,1,0,0,100
15572,train,51,0,0,100
15573,train,47,0,0,"25,50,100"
15578,train,53,0,0,"25,100"
15579,train,49,0,0,"50,100"
15580,train,48,0,0,"50,100"
15581,train,45,0,0,100
15582,train,48,0,0,100
15583,train,44,0,0,"25,100"
15585,train,50,0,0,"50,100"
15586,train,49,0,0,"25,50,100"
15587,train,53,0,0,"5,50,100"
15588,train,45,0,0,"50,100"
15589,train,50,0,0,100
15590,train,50,0,0,"50,100"
15591,train,42,0,0,"50,100"
15592,train,37,0,0,100
15593,train,46,0,0,"50,100"
15594,train,48,0,0,"50,100"
15595,train,46,0,0,"50,100"
15596,train,44,0,0,100
15599,train,46,0,0,"50,100"
15600,train,39,0,0,100
15601,train,52,0,0,100
15602,train,40,0,0,"50,100"
15605,train,52,0,0,"25,100"
15606,train,40,0,0,"50,100"
15607,train,44,0,0,"25,100"
15608,train,49,0,0,"50,100"
15609,train,53,0,0,100
15610,train,49,0,0,"5,25,50,100"
15611,train,52,0,0,"25,50,100"
15612,train,48,0,0,"50,100"
15613,train,47,0,0,"50,100"
15614,train,49,0,0,100
15615,train,46,0,0,"25,100"
15617,train,48,0,0,"50,100"
15618,train,48,0,0,100
15619,train,51,0,0,"25,100"
15620,train,42,0,0,"25,100"
15621,train,47,0,0,100
15622,train,45,0,0,"50,100"
15625,train,54,0,0,100
15626,train,51,0,0,100
15627,train,43,0,0,"50,100"
15628,train,51,0,0,"25,50,100"
15629,train,42,0,0,"50,100"
15630,train,54,0,0,"50,100"
15632,train,41,0,0,100
15633,train,37,0,0,"50,100"
15634,train,42,0,0,"50,100"
15635,train,41,2,0.0487804878,"50,100"
15636,train,43,0,0,"50,100"
15638,train,43,2,0.0465116279,"25,100"
15640,train,41,0,0,"50,100"
15641,train,36,1,0.0277777778,100
15643,train,39,3,0.0769230769,"25,50,100"
15644,train,43,2,0.0465116279,100
15645,train,37,0,0,"50,100"
15646,train,37,0,0,"25,100"
15647,train,8,0,0,"50,100"
15648,train,10,0,0,100
15649,train,31,0,0,"25,100"
15650,train,28,0,0,"25,50,100"
15651,train,22,0,0,100
15652,train,26,2,0.0769230769,"25,100"
15653,train,23,2,0.0869565217,100
15656,train,55,0,0,"25,100"
15659,train,25,0,0,"50,100"
15660,train,21,0,0,100
15661,train,22,0,0,100
15662,train,8,0,0,100
15663,train,9,0,0,"25,50,100"
15664,train,7,0,0,"25,50,100"
15666,train,45,0,0,100
15668,train,52,0,0,100
15669,train,40,0,0,100
15670,train,44,0,0,"50,100"
15672,train,43,0,0,"25,100"
15673,train,41,0,0,100
15674,train,45,0,0,100
15675,train,44,0,0,"50,100"
15676,train,59,0,0,"25,50,100"
15677,train,39,0,0,100
15680,train,54,0,0,100
15681,train,38,0,0,"25,100"
15682,train,39,0,0,"50,100"
15683,train,35,0,0,100
15684,train,39,0,0,100
15685,train,39,0,0,100
15686,train,38,0,0,"25,50,100"
15687,train,37,0,0,100
15688,train,33,0,0,100
15689,train,37,0,0,"25,50,100"
15694,train,32,0,0,"25,50,100"
15695,train,37,0,0,100
15696,train,35,0,0,"50,100"
15697,train,28,0,0,"50,100"
15698,train,34,0,0,100
15699,train,39,0,0,100
15700,train,37,0,0,"25,100"
15701,train,29,0,0,"25,100"
15702,train,39,0,0,"50,100"
15703,train,46,0,0,"50,100"
15704,train,40,0,0,100
15705,train,30,0,0,"5,50,100"
15708,train,50,0,0,"50,100"
15722,train,40,0,0,"50,100"
15723,train,8,0,0,"1,100"
15724,train,38,0,0,"50,100"
15725,train,38,0,0,"25,100"
15726,train,34,0,0,100
15727,train,32,0,0,"50,100"
15728,train,23,0,0,"25,50,100"
15729,train,40,0,0,100
15730,train,4,0,0,"25,50,100"
15732,train,56,0,0,"25,100"
15733,train,62,0,0,"5,100"
15734,train,15,0,0,100
15735,train,24,0,0,"50,100"
15738,train,53,0,0,"25,50,100"
15748,train,37,0,0,100
15749,train,38,0,0,100
15750,train,44,0,0,"50,100"
15751,train,38,0,0,"50,100"
15752,train,36,0,0,100
15758,train,29,0,0,100
15759,train,27,0,0,100
15761,train,23,0,0,100
15762,train,33,0,0,"25,50,100"
15763,train,32,0,0,"50,100"
15764,train,32,0,0,"50,100"
15766,train,1,0,0,100
15767,train,2,0,0,100
15770,train,13,0,0,"25,100"
15771,train,7,0,0,"25,100"
15772,train,5,0,0,100
15774,train,10,0,0,"25,50,100"
15788,train,39,0,0,"25,100"
15789,train,50,0,0,"25,50,100"
15790,train,48,0,0,100
15791,train,44,0,0,"50,100"
15792,train,44,0,0,"5,25,100"
15793,train,51,0,0,"50,100"
15795,train,51,0,0,"50,100"
15796,train,18,0,0,100
15797,train,23,0,0,100
15801,train,31,0,0,"50,100"
15802,train,33,0,0,100
15803,train,28,0,0,"50,100"
15804,train,31,0,0,"50,100"
15805,train,28,0,0,100
15806,train,34,0,0,"50,100"
15807,train,36,0,0,"50,100"
15808,train,38,0,0,"5,25,50,100"
15809,train,29,0,0,"50,100"
15814,train,54,0,0,"50,100"
15815,train,44,0,0,100
15816,train,51,0,0,"5,25,100"
15817,train,55,0,0,"25,50,100"
15818,train,52,0,0,"25,50,100"
15819,train,54,0,0,"25,50,100"
15824,train,55,0,0,"50,100"
15825,train,40,0,0,"50,100"
15826,train,37,0,0,"50,100"
15827,train,45,0,0,100
15828,train,43,0,0,100
15829,train,36,0,0,100
15831,train,37,0,0,100
15832,train,30,0,0,100
15833,train,33,0,0,"25,100"
15834,train,31,0,0,"50,100"
15835,train,40,0,0,100
15836,train,43,0,0,"25,50,100"
15837,train,41,0,0,100
15838,train,22,0,0,100
15839,train,28,0,0,"25,100"
15840,train,47,0,0,"50,100"
15843,train,54,0,0,"50,100"
15845,train,25,0,0,"25,50,100"
15846,train,33,0,0,"50,100"
15847,train,33,0,0,"50,100"
15848,train,39,0,0,"50,100"
15850,train,18,0,0,"50,100"
15851,train,35,0,0,100
15852,train,42,0,0,"50,100"
15853,train,41,0,0,"50,100"
15854,train,40,0,0,100
15855,train,39,0,0,100
15856,train,45,0,0,"50,100"
15858,train,33,0,0,"50,100"
15859,train,26,0,0,"50,100"
15860,train,32,0,0,"50,100"
15861,train,50,0,0,"50,100"
15866,train,54,0,0,"25,100"
15867,train,52,0,0,100
15868,train,40,0,0,"25,50,100"
15869,train,40,0,0,"50,100"
15870,train,42,0,0,100
15871,train,51,0,0,"50,100"
15872,train,52,0,0,"50,100"
15873,train,42,0,0,"50,100"
15874,train,50,0,0,100
15877,train,50,0,0,"25,100"
15883,train,34,0,0,"25,50,100"
15884,train,35,0,0,"5,100"
15885,train,34,0,0,"25,50,100"
15886,train,33,0,0,100
15889,train,47,0,0,100
15890,train,11,1,0.0909090909,"50,100"
15892,train,8,0,0,"25,50,100"
15893,train,17,0,0,"25,100"
15895,train,31,0,0,"50,100"
15896,train,33,0,0,100
15897,train,6,0,0,100
15898,train,7,0,0,"50,100"
15899,train,30,0,0,"25,100"
15900,train,37,0,0,100
15901,train,42,0,0,"5,25,100"
15902,train,43,0,0,"50,100"
15903,train,34,0,0,100
15904,train,42,0,0,"25,50,100"
15905,train,46,0,0,"50,100"
15906,train,45,0,0,"25,100"
15907,train,44,0,0,100
15908,train,37,0,0,100
15909,train,10,0,0,100
15912,train,53,0,0,"25,100"
15930,train,6,0,0,"50,100"
15931,train,34,0,0,"50,100"
15932,train,17,0,0,100
15934,train,19,0,0,100
15935,train,41,0,0,100
15936,train,58,0,0,100
15937,train,52,0,0,"25,50,100"
15938,train,50,0,0,"5,25,100"
15939,train,53,0,0,100
15940,train,55,0,0,"50,100"
15941,train,55,0,0,"50,100"
15945,train,54,0,0,"25,50,100"
15946,train,50,0,0,100
15948,train,32,0,0,"25,50,100"
15951,train,36,0,0,"50,100"
15952,train,49,0,0,"50,100"
15953,train,14,0,0,"25,50,100"
15955,train,21,2,0.0952380952,"50,100"
15956,train,19,0,0,"50,100"
15957,train,24,0,0,"25,100"
15958,train,25,0,0,100
15960,train,27,1,0.037037037,"25,50,100"
15962,train,2,0,0,"50,100"
15967,train,36,0,0,100
15968,train,22,0,0,"25,50,100"
15969,train,20,0,0,"25,100"
15970,train,47,0,0,"5,25,100"
15971,train,46,0,0,"25,50,100"
15972,train,17,0,0,100
15975,train,36,0,0,"25,100"
15976,train,53,0,0,"50,100"
15977,train,44,0,0,100
15978,train,42,0,0,"50,100"
15980,train,42,0,0,100
15981,train,44,0,0,100
15982,train,30,0,0,100
15983,train,38,0,0,"25,100"
15984,train,35,0,0,"50,100"
15985,train,33,0,0,"25,100"
15986,train,31,0,0,100
15987,train,37,0,0,100
15988,train,30,0,0,"50,100"
15989,train,35,0,0,"5,100"
15991,train,34,0,0,100
15993,train,29,0,0,"50,100"
15994,train,33,0,0,"50,100"
15995,train,31,0,0,"25,50,100"
15996,train,2,0,0,"50,100"
15997,train,7,0,0,"25,100"
15999,train,18,0,0,"25,50,100"
16000,train,21,0,0,"50,100"
16003,train,24,0,0,"50,100"
16004,train,18,0,0,"50,100"
16008,train,42,0,0,100
16009,train,50,0,0,"50,100"
16010,train,37,0,0,"25,100"
16011,train,33,0,0,"50,100"
16013,train,36,0,0,100
16014,train,36,0,0,"1,50,100"
16016,train,38,0,0,"50,100"
16018,train,27,0,0,"25,50,100"
16019,train,38,0,0,100
16020,train,53,0,0,"5,25,50,100"
16021,train,17,1,0.0588235294,100
16022,train,15,1,0.0666666667,100
16023,train,17,0,0,"50,100"
16024,train,17,0,0,"50,100"
16025,train,19,0,0,100
16026,train,7,0,0,100
16027,train,23,0,0,"25,100"
16028,train,17,0,0,"5,25,50,100"
16029,train,15,0,0,100
16032,train,37,0,0,100
16033,train,12,0,0,"50,100"
16035,train,30,0,0,"50,100"
16036,train,33,0,0,"5,25,50,100"
16037,train,46,0,0,100
16038,train,45,0,0,"50,100"
16039,train,45,0,0,"50,100"
16040,train,43,0,0,100
16042,train,23,0,0,"25,100"
16043,train,34,0,0,100
16047,train,42,0,0,"50,100"
16048,train,41,0,0,100
16049,train,50,0,0,100
16051,train,27,0,0,"50,100"
16052,train,53,0,0,100
16053,train,28,0,0,100
16054,train,32,0,0,100
16055,train,50,0,0,"25,50,100"
16056,train,32,0,0,100
16057,train,35,0,0,"50,100"
16058,train,51,0,0,"50,100"
16060,train,52,0,0,"25,100"
16061,train,35,0,0,"50,100"
16062,train,31,0,0,100
16065,train,54,0,0,100
16066,train,15,0,0,"50,100"
16067,train,8,0,0,100
16068,train,10,0,0,100
16070,train,34,0,0,"25,100"
16071,train,37,0,0,100
16072,train,27,0,0,"25,100"
16074,train,26,0,0,"25,50,100"
16075,train,26,0,0,100
16076,train,34,0,0,100
16077,train,30,0,0,100
16078,train,10,0,0,"50,100"
16080,train,32,0,0,100
16081,train,41,0,0,"25,100"
16082,train,36,0,0,"50,100"
16084,train,35,0,0,100
16085,train,29,0,0,"25,50,100"
16086,train,44,0,0,"50,100"
16091,train,32,0,0,100
16092,train,5,0,0,"25,50,100"
16097,train,30,0,0,"50,100"
16098,train,30,0,0,100
16099,train,32,0,0,"50,100"
16100,train,27,0,0,100
16102,train,36,0,0,"25,100"
16105,train,32,0,0,"25,50,100"
16106,train,35,0,0,"25,100"
16108,train,49,0,0,100
16109,train,40,0,0,100
16110,train,45,0,0,"50,100"
16111,train,15,0,0,"25,100"
16119,train,17,0,0,"50,100"
16120,train,40,0,0,"25,100"
16121,train,42,0,0,100
16122,train,45,0,0,100
16123,train,47,0,0,"50,100"
16124,train,43,0,0,"25,50,100"
16125,train,51,0,0,"50,100"
16126,train,35,0,0,"25,50,100"
16127,train,55,0,0,"50,100"
16129,train,47,0,0,100
16130,train,45,0,0,"50,100"
16131,train,22,0,0,100
16132,train,25,0,0,100
16134,train,32,0,0,100
16136,train,30,0,0,"50,100"
16137,train,31,0,0,"25,50,100"
16138,train,30,0,0,100
16140,train,44,0,0,100
16144,train,52,0,0,"5,100"
16145,train,25,0,0,100
16146,train,22,0,0,"50,100"
16147,train,29,0,0,100
16148,train,18,0,0,"50,100"
16149,train,33,0,0,"5,50,100"
16150,train,16,0,0,"50,100"
16151,train,38,0,0,"25,50,100"
16152,train,31,0,0,"50,100"
16153,train,37,0,0,100
16155,train,31,0,0,"25,100"
16157,train,18,0,0,"50,100"
16165,train,37,0,0,100
16166,train,41,0,0,100
16167,train,36,0,0,"25,50,100"
16168,train,44,0,0,"50,100"
16169,train,51,0,0,"25,50,100"
16170,train,41,0,0,100
16174,train,35,0,0,100
16180,train,5,0,0,"50,100"
16181,train,63,0,0,100
16182,train,49,0,0,"50,100"
16184,train,43,0,0,"50,100"
16185,train,37,0,0,"25,50,100"
16186,train,51,0,0,100
16187,train,42,0,0,"50,100"
16188,train,59,0,0,100
16189,train,51,0,0,"50,100"
16190,train,34,0,0,"50,100"
16192,train,51,0,0,100
16193,train,39,0,0,"5,25,100"
16194,train,33,0,0,"50,100"
16195,train,36,0,0,"50,100"
16196,train,29,0,0,100
16197,train,8,0,0,"5,100"
16198,train,29,0,0,"25,50,100"
16201,train,54,0,0,"25,50,100"
16203,train,40,0,0,"25,100"
16206,train,42,0,0,100
16207,train,16,0,0,100
16208,train,30,0,0,"50,100"
16209,train,49,0,0,"5,100"
16210,train,32,0,0,100
16211,train,43,0,0,100
16212,train,42,0,0,"50,100"
16213,train,44,0,0,100
16214,train,35,0,0,"50,100"
16215,train,48,0,0,100
16216,train,49,0,0,"50,100"
16217,train,35,0,0,"5,50,100"
16218,train,35,0,0,"50,100"
16219,train,40,0,0,"50,100"
16221,train,27,0,0,"25,100"
