phase,train_fractions_nested,shot_id,target_time,sample_id
train,100 50 25,16358,0.245,16358_t0.245_real
train,100 50 25,16358,0.2399999999999999,16358_t0.24_real
train,100 50 25,16358,0.255,16358_t0.255_real
train,100 50 25,16358,0.25,16358_t0.25_real
train,100 50 25,16358,0.265,16358_t0.265_real
train,100 50 25,16358,0.26,16358_t0.26_real
train,100 50 25,16358,0.275,16358_t0.275_real
train,100 50 25,16358,0.27,16358_t0.27_real
train,100 50 25,16358,0.2849999999999999,16358_t0.285_real
train,100 50 25,16358,0.28,16358_t0.28_real
train,100 50 25,16358,0.2949999999999999,16358_t0.295_real
train,100 50 25,16358,0.2,16358_t0.2_real
train,100,16359,0.085,16359_t0.085_real
train,100,16359,0.095,16359_t0.095_real
train,100,16359,0.0899999999999999,16359_t0.09_real
train,100,16359,0.105,16359_t0.105_real
train,100,16359,0.115,16359_t0.115_real
train,100,16359,0.11,16359_t0.11_real
train,100,16359,0.125,16359_t0.125_real
train,100,16359,0.12,16359_t0.12_real
train,100,16359,0.135,16359_t0.135_real
train,100,16359,0.13,16359_t0.13_real
train,100,16359,0.1449999999999999,16359_t0.145_real
train,100,16359,0.1,16359_t0.1_real
train,100 50,16360,0.085,16360_t0.085_real
train,100 50,16360,0.095,16360_t0.095_real
train,100 50,16360,0.0899999999999999,16360_t0.09_real
train,100 50,16360,0.105,16360_t0.105_real
train,100 50,16360,0.115,16360_t0.115_real
train,100 50,16360,0.11,16360_t0.11_real
train,100 50,16360,0.125,16360_t0.125_real
train,100 50,16360,0.12,16360_t0.12_real
train,100 50,16360,0.135,16360_t0.135_real
train,100 50,16360,0.13,16360_t0.13_real
train,100 50,16360,0.1449999999999999,16360_t0.145_real
train,100 50,16360,0.14,16360_t0.14_real
train,100 50,16360,0.165,16360_t0.165_real
train,100 50,16360,0.16,16360_t0.16_real
train,100 50,16360,0.1749999999999999,16360_t0.175_real
train,100 50,16360,0.17,16360_t0.17_real
train,100 50,16360,0.1799999999999999,16360_t0.18_real
train,100 50,16360,0.195,16360_t0.195_real
train,100 50,16360,0.19,16360_t0.19_real
train,100 50,16360,0.1,16360_t0.1_real
train,100 50,16360,0.2049999999999999,16360_t0.205_real
train,100 50,16360,0.215,16360_t0.215_real
train,100 50,16360,0.2099999999999999,16360_t0.21_real
train,100 50,16360,0.225,16360_t0.225_real
train,100 50,16360,0.22,16360_t0.22_real
train,100 50,16360,0.2349999999999999,16360_t0.235_real
train,100 50,16360,0.23,16360_t0.23_real
train,100 50,16360,0.245,16360_t0.245_real
train,100 50,16360,0.2399999999999999,16360_t0.24_real
train,100 50,16360,0.255,16360_t0.255_real
train,100 50,16360,0.25,16360_t0.25_real
train,100 50,16360,0.265,16360_t0.265_real
train,100 50,16360,0.26,16360_t0.26_real
train,100 50,16360,0.275,16360_t0.275_real
train,100 50,16360,0.27,16360_t0.27_real
train,100 50,16360,0.2849999999999999,16360_t0.285_real
train,100 50,16360,0.28,16360_t0.28_real
train,100 50,16360,0.2949999999999999,16360_t0.295_real
train,100 50,16360,0.2899999999999999,16360_t0.29_real
train,100 50,16360,0.3049999999999999,16360_t0.305_real
train,100 50,16360,0.315,16360_t0.315_real
train,100 50,16360,0.31,16360_t0.31_real
train,100 50,16360,0.325,16360_t0.325_real
train,100 50,16360,0.32,16360_t0.32_real
train,100 50,16360,0.335,16360_t0.335_real
train,100 50,16360,0.33,16360_t0.33_real
train,100 50,16360,0.3449999999999999,16360_t0.345_real
train,100 50,16360,0.34,16360_t0.34_real
train,100 50,16360,0.3549999999999999,16360_t0.355_real
train,100 50,16360,0.3499999999999999,16360_t0.35_real
train,100 50,16360,0.3649999999999999,16360_t0.365_real
train,100 50,16360,0.3599999999999999,16360_t0.36_real
train,100 50,16360,0.375,16360_t0.375_real
train,100 50,16360,0.37,16360_t0.37_real
train,100 50,16360,0.385,16360_t0.385_real
train,100 50,16360,0.38,16360_t0.38_real
train,100 50,16360,0.395,16360_t0.395_real
train,100 50,16360,0.39,16360_t0.39_real
train,100 50,16360,0.2999999999999999,16360_t0.3_real
train,100 50,16360,0.4,16360_t0.4_real
train,100,16362,0.245,16362_t0.245_real
train,100,16362,0.2399999999999999,16362_t0.24_real
train,100,16362,0.255,16362_t0.255_real
train,100,16362,0.25,16362_t0.25_real
train,100,16362,0.265,16362_t0.265_real
train,100,16362,0.26,16362_t0.26_real
train,100,16362,0.275,16362_t0.275_real
train,100,16362,0.27,16362_t0.27_real
train,100,16362,0.2849999999999999,16362_t0.285_real
train,100,16362,0.28,16362_t0.28_real
train,100,16362,0.2949999999999999,16362_t0.295_real
train,100,16362,0.2899999999999999,16362_t0.29_real
train,100,16362,0.315,16362_t0.315_real
train,100,16362,0.31,16362_t0.31_real
train,100,16362,0.325,16362_t0.325_real
train,100,16362,0.32,16362_t0.32_real
train,100,16362,0.335,16362_t0.335_real
train,100,16362,0.33,16362_t0.33_real
train,100,16362,0.3449999999999999,16362_t0.345_real
train,100,16362,0.34,16362_t0.34_real
train,100,16362,0.3549999999999999,16362_t0.355_real
train,100,16362,0.3499999999999999,16362_t0.35_real
train,100,16362,0.3649999999999999,16362_t0.365_real
train,100,16362,0.3599999999999999,16362_t0.36_real
train,100,16362,0.375,16362_t0.375_real
train,100,16362,0.37,16362_t0.37_real
train,100,16362,0.385,16362_t0.385_real
train,100,16362,0.38,16362_t0.38_real
train,100,16362,0.395,16362_t0.395_real
train,100,16362,0.39,16362_t0.39_real
train,100,16362,0.2999999999999999,16362_t0.3_real
train,100,16362,0.4,16362_t0.4_real
train,100,16364,0.215,16364_t0.215_real
train,100,16364,0.2099999999999999,16364_t0.21_real
train,100,16364,0.225,16364_t0.225_real
train,100,16364,0.22,16364_t0.22_real
train,100,16364,0.2349999999999999,16364_t0.235_real
train,100,16364,0.23,16364_t0.23_real
train,100,16364,0.245,16364_t0.245_real
train,100,16364,0.2399999999999999,16364_t0.24_real
train,100,16364,0.255,16364_t0.255_real
train,100,16364,0.25,16364_t0.25_real
train,100,16364,0.265,16364_t0.265_real
train,100,16364,0.26,16364_t0.26_real
train,100,16364,0.275,16364_t0.275_real
train,100,16364,0.27,16364_t0.27_real
train,100,16364,0.28,16364_t0.28_real
train,100,16367,0.085,16367_t0.085_real
train,100,16367,0.095,16367_t0.095_real
train,100,16367,0.0899999999999999,16367_t0.09_real
train,100,16367,0.105,16367_t0.105_real
train,100,16367,0.115,16367_t0.115_real
train,100,16367,0.11,16367_t0.11_real
train,100,16367,0.125,16367_t0.125_real
train,100,16367,0.12,16367_t0.12_real
train,100,16367,0.135,16367_t0.135_real
train,100,16367,0.13,16367_t0.13_real
train,100,16367,0.1449999999999999,16367_t0.145_real
train,100,16367,0.14,16367_t0.14_real
train,100,16367,0.155,16367_t0.155_real
train,100,16367,0.1499999999999999,16367_t0.15_real
train,100,16367,0.16,16367_t0.16_real
train,100,16367,0.17,16367_t0.17_real
train,100,16367,0.185,16367_t0.185_real
train,100,16367,0.195,16367_t0.195_real
train,100,16367,0.19,16367_t0.19_real
train,100,16367,0.1,16367_t0.1_real
train,100,16367,0.215,16367_t0.215_real
train,100,16367,0.2099999999999999,16367_t0.21_real
train,100,16367,0.22,16367_t0.22_real
train,100,16367,0.2,16367_t0.2_real
train,100,16368,0.095,16368_t0.095_real
train,100,16368,0.0899999999999999,16368_t0.09_real
train,100,16368,0.105,16368_t0.105_real
train,100,16368,0.115,16368_t0.115_real
train,100,16368,0.11,16368_t0.11_real
train,100,16368,0.125,16368_t0.125_real
train,100,16368,0.12,16368_t0.12_real
train,100,16368,0.135,16368_t0.135_real
train,100,16368,0.13,16368_t0.13_real
train,100,16368,0.1449999999999999,16368_t0.145_real
train,100,16368,0.14,16368_t0.14_real
train,100,16368,0.155,16368_t0.155_real
train,100,16368,0.1499999999999999,16368_t0.15_real
train,100,16368,0.165,16368_t0.165_real
train,100,16368,0.16,16368_t0.16_real
train,100,16368,0.1749999999999999,16368_t0.175_real
train,100,16368,0.17,16368_t0.17_real
train,100,16368,0.185,16368_t0.185_real
train,100,16368,0.1799999999999999,16368_t0.18_real
train,100,16368,0.19,16368_t0.19_real
train,100,16368,0.1,16368_t0.1_real
train,100,16368,0.2049999999999999,16368_t0.205_real
train,100,16368,0.215,16368_t0.215_real
train,100,16368,0.225,16368_t0.225_real
train,100,16368,0.22,16368_t0.22_real
train,100,16368,0.2349999999999999,16368_t0.235_real
train,100,16368,0.23,16368_t0.23_real
train,100,16368,0.245,16368_t0.245_real
train,100,16368,0.2399999999999999,16368_t0.24_real
train,100,16368,0.255,16368_t0.255_real
train,100,16368,0.25,16368_t0.25_real
train,100,16368,0.265,16368_t0.265_real
train,100,16368,0.26,16368_t0.26_real
train,100,16368,0.275,16368_t0.275_real
train,100,16368,0.27,16368_t0.27_real
train,100,16368,0.2849999999999999,16368_t0.285_real
train,100,16368,0.28,16368_t0.28_real
train,100,16368,0.2949999999999999,16368_t0.295_real
train,100,16368,0.2899999999999999,16368_t0.29_real
train,100,16368,0.2,16368_t0.2_real
train,100,16368,0.3049999999999999,16368_t0.305_real
train,100,16368,0.315,16368_t0.315_real
train,100,16368,0.31,16368_t0.31_real
train,100,16368,0.325,16368_t0.325_real
train,100,16368,0.32,16368_t0.32_real
train,100,16368,0.335,16368_t0.335_real
train,100,16368,0.33,16368_t0.33_real
train,100,16368,0.3449999999999999,16368_t0.345_real
train,100,16368,0.34,16368_t0.34_real
train,100,16368,0.3499999999999999,16368_t0.35_real
train,100,16368,0.3649999999999999,16368_t0.365_real
train,100,16368,0.3599999999999999,16368_t0.36_real
train,100,16368,0.375,16368_t0.375_real
train,100,16368,0.37,16368_t0.37_real
train,100,16368,0.385,16368_t0.385_real
train,100,16368,0.38,16368_t0.38_real
train,100,16368,0.395,16368_t0.395_real
train,100,16368,0.39,16368_t0.39_real
train,100,16368,0.2999999999999999,16368_t0.3_real
train,100,16368,0.405,16368_t0.405_real
train,100,16368,0.4099999999999999,16368_t0.41_real
train,100,16368,0.4,16368_t0.4_real
train,100,16369,0.115,16369_t0.115_real
train,100,16369,0.11,16369_t0.11_real
train,100,16369,0.135,16369_t0.135_real
train,100,16369,0.13,16369_t0.13_real
train,100,16369,0.1449999999999999,16369_t0.145_real
train,100,16369,0.14,16369_t0.14_real
train,100,16369,0.155,16369_t0.155_real
train,100,16369,0.165,16369_t0.165_real
train,100,16369,0.17,16369_t0.17_real
train,100,16369,0.245,16369_t0.245_real
train,100,16369,0.2849999999999999,16369_t0.285_real
train,100,16369,0.28,16369_t0.28_real
train,100,16369,0.2949999999999999,16369_t0.295_real
train,100,16369,0.2899999999999999,16369_t0.29_real
train,100,16369,0.2,16369_t0.2_real
train,100,16369,0.2999999999999999,16369_t0.3_real
train,100,16370,0.105,16370_t0.105_real
train,100,16370,0.115,16370_t0.115_real
train,100,16370,0.11,16370_t0.11_real
train,100,16370,0.125,16370_t0.125_real
train,100,16370,0.12,16370_t0.12_real
train,100,16370,0.135,16370_t0.135_real
train,100,16370,0.13,16370_t0.13_real
train,100,16370,0.1449999999999999,16370_t0.145_real
train,100,16370,0.14,16370_t0.14_real
train,100,16370,0.155,16370_t0.155_real
train,100,16370,0.17,16370_t0.17_real
train,100,16370,0.2049999999999999,16370_t0.205_real
train,100,16370,0.265,16370_t0.265_real
train,100,16370,0.275,16370_t0.275_real
train,100,16370,0.27,16370_t0.27_real
train,100,16370,0.2849999999999999,16370_t0.285_real
train,100,16370,0.28,16370_t0.28_real
train,100,16370,0.2949999999999999,16370_t0.295_real
train,100,16370,0.2899999999999999,16370_t0.29_real
train,100,16370,0.3049999999999999,16370_t0.305_real
train,100,16370,0.315,16370_t0.315_real
train,100,16370,0.31,16370_t0.31_real
train,100,16370,0.325,16370_t0.325_real
train,100,16370,0.32,16370_t0.32_real
train,100,16370,0.335,16370_t0.335_real
train,100,16370,0.33,16370_t0.33_real
train,100,16370,0.3449999999999999,16370_t0.345_real
train,100,16370,0.34,16370_t0.34_real
train,100,16370,0.3549999999999999,16370_t0.355_real
train,100,16370,0.3499999999999999,16370_t0.35_real
train,100,16370,0.3649999999999999,16370_t0.365_real
train,100,16370,0.3599999999999999,16370_t0.36_real
train,100,16370,0.375,16370_t0.375_real
train,100,16370,0.37,16370_t0.37_real
train,100,16370,0.2999999999999999,16370_t0.3_real
train,100 50,16372,0.185,16372_t0.185_real
train,100 50,16372,0.195,16372_t0.195_real
train,100 50,16372,0.19,16372_t0.19_real
train,100 50,16372,0.2049999999999999,16372_t0.205_real
train,100 50,16372,0.215,16372_t0.215_real
train,100 50,16372,0.2099999999999999,16372_t0.21_real
train,100 50,16372,0.225,16372_t0.225_real
train,100 50,16372,0.22,16372_t0.22_real
train,100 50,16372,0.2349999999999999,16372_t0.235_real
train,100 50,16372,0.23,16372_t0.23_real
train,100 50,16372,0.245,16372_t0.245_real
train,100 50,16372,0.2399999999999999,16372_t0.24_real
train,100 50,16372,0.255,16372_t0.255_real
train,100 50,16372,0.25,16372_t0.25_real
train,100 50,16372,0.265,16372_t0.265_real
train,100 50,16372,0.26,16372_t0.26_real
train,100 50,16372,0.275,16372_t0.275_real
train,100 50,16372,0.27,16372_t0.27_real
train,100 50,16372,0.2849999999999999,16372_t0.285_real
train,100 50,16372,0.28,16372_t0.28_real
train,100 50,16372,0.2949999999999999,16372_t0.295_real
train,100 50,16372,0.2899999999999999,16372_t0.29_real
train,100 50,16372,0.2,16372_t0.2_real
train,100 50,16372,0.3049999999999999,16372_t0.305_real
train,100 50,16372,0.315,16372_t0.315_real
train,100 50,16372,0.31,16372_t0.31_real
train,100 50,16372,0.325,16372_t0.325_real
train,100 50,16372,0.32,16372_t0.32_real
train,100 50,16372,0.335,16372_t0.335_real
train,100 50,16372,0.3449999999999999,16372_t0.345_real
train,100 50,16372,0.34,16372_t0.34_real
train,100 50,16372,0.3499999999999999,16372_t0.35_real
train,100 50,16372,0.2999999999999999,16372_t0.3_real
train,100 50,16373,0.185,16373_t0.185_real
train,100 50,16373,0.1799999999999999,16373_t0.18_real
train,100 50,16373,0.195,16373_t0.195_real
train,100 50,16373,0.19,16373_t0.19_real
train,100 50,16373,0.2049999999999999,16373_t0.205_real
train,100 50,16373,0.215,16373_t0.215_real
train,100 50,16373,0.2099999999999999,16373_t0.21_real
train,100 50,16373,0.225,16373_t0.225_real
train,100 50,16373,0.22,16373_t0.22_real
train,100 50,16373,0.2349999999999999,16373_t0.235_real
train,100 50,16373,0.23,16373_t0.23_real
train,100 50,16373,0.245,16373_t0.245_real
train,100 50,16373,0.2399999999999999,16373_t0.24_real
train,100 50,16373,0.255,16373_t0.255_real
train,100 50,16373,0.25,16373_t0.25_real
train,100 50,16373,0.265,16373_t0.265_real
train,100 50,16373,0.26,16373_t0.26_real
train,100 50,16373,0.275,16373_t0.275_real
train,100 50,16373,0.27,16373_t0.27_real
train,100 50,16373,0.2849999999999999,16373_t0.285_real
train,100 50,16373,0.28,16373_t0.28_real
train,100 50,16373,0.2949999999999999,16373_t0.295_real
train,100 50,16373,0.2899999999999999,16373_t0.29_real
train,100 50,16373,0.2,16373_t0.2_real
train,100 50,16373,0.3049999999999999,16373_t0.305_real
train,100 50,16373,0.315,16373_t0.315_real
train,100 50,16373,0.31,16373_t0.31_real
train,100 50,16373,0.325,16373_t0.325_real
train,100 50,16373,0.32,16373_t0.32_real
train,100 50,16373,0.335,16373_t0.335_real
train,100 50,16373,0.33,16373_t0.33_real
train,100 50,16373,0.3449999999999999,16373_t0.345_real
train,100 50,16373,0.34,16373_t0.34_real
train,100 50,16373,0.3549999999999999,16373_t0.355_real
train,100 50,16373,0.3499999999999999,16373_t0.35_real
train,100 50,16373,0.2999999999999999,16373_t0.3_real
train,100 50 25,16374,0.185,16374_t0.185_real
train,100 50 25,16374,0.195,16374_t0.195_real
train,100 50 25,16374,0.19,16374_t0.19_real
train,100 50 25,16374,0.2049999999999999,16374_t0.205_real
train,100 50 25,16374,0.215,16374_t0.215_real
train,100 50 25,16374,0.2099999999999999,16374_t0.21_real
train,100 50 25,16374,0.225,16374_t0.225_real
train,100 50 25,16374,0.22,16374_t0.22_real
train,100 50 25,16374,0.2349999999999999,16374_t0.235_real
train,100 50 25,16374,0.23,16374_t0.23_real
train,100 50 25,16374,0.245,16374_t0.245_real
train,100 50 25,16374,0.2399999999999999,16374_t0.24_real
train,100 50 25,16374,0.255,16374_t0.255_real
train,100 50 25,16374,0.25,16374_t0.25_real
train,100 50 25,16374,0.265,16374_t0.265_real
train,100 50 25,16374,0.26,16374_t0.26_real
train,100 50 25,16374,0.275,16374_t0.275_real
train,100 50 25,16374,0.27,16374_t0.27_real
train,100 50 25,16374,0.2849999999999999,16374_t0.285_real
train,100 50 25,16374,0.28,16374_t0.28_real
train,100 50 25,16374,0.2949999999999999,16374_t0.295_real
train,100 50 25,16374,0.2899999999999999,16374_t0.29_real
train,100 50 25,16374,0.2,16374_t0.2_real
train,100 50 25,16374,0.3049999999999999,16374_t0.305_real
train,100 50 25,16374,0.315,16374_t0.315_real
train,100 50 25,16374,0.31,16374_t0.31_real
train,100 50 25,16374,0.325,16374_t0.325_real
train,100 50 25,16374,0.32,16374_t0.32_real
train,100 50 25,16374,0.335,16374_t0.335_real
train,100 50 25,16374,0.33,16374_t0.33_real
train,100 50 25,16374,0.3449999999999999,16374_t0.345_real
train,100 50 25,16374,0.34,16374_t0.34_real
train,100 50 25,16374,0.3549999999999999,16374_t0.355_real
train,100 50 25,16374,0.3499999999999999,16374_t0.35_real
train,100 50 25,16374,0.3649999999999999,16374_t0.365_real
train,100 50 25,16374,0.3599999999999999,16374_t0.36_real
train,100 50 25,16374,0.2999999999999999,16374_t0.3_real
train,100 50 25,16375,0.185,16375_t0.185_real
train,100 50 25,16375,0.1799999999999999,16375_t0.18_real
train,100 50 25,16375,0.195,16375_t0.195_real
train,100 50 25,16375,0.19,16375_t0.19_real
train,100 50 25,16375,0.2049999999999999,16375_t0.205_real
train,100 50 25,16375,0.215,16375_t0.215_real
train,100 50 25,16375,0.2099999999999999,16375_t0.21_real
train,100 50 25,16375,0.225,16375_t0.225_real
train,100 50 25,16375,0.22,16375_t0.22_real
train,100 50 25,16375,0.2349999999999999,16375_t0.235_real
train,100 50 25,16375,0.23,16375_t0.23_real
train,100 50 25,16375,0.245,16375_t0.245_real
train,100 50 25,16375,0.2399999999999999,16375_t0.24_real
train,100 50 25,16375,0.255,16375_t0.255_real
train,100 50 25,16375,0.25,16375_t0.25_real
train,100 50 25,16375,0.265,16375_t0.265_real
train,100 50 25,16375,0.26,16375_t0.26_real
train,100 50 25,16375,0.275,16375_t0.275_real
train,100 50 25,16375,0.2849999999999999,16375_t0.285_real
train,100 50 25,16375,0.28,16375_t0.28_real
train,100 50 25,16375,0.2949999999999999,16375_t0.295_real
train,100 50 25,16375,0.2899999999999999,16375_t0.29_real
train,100 50 25,16375,0.2,16375_t0.2_real
train,100 50 25,16375,0.3049999999999999,16375_t0.305_real
train,100 50 25,16375,0.315,16375_t0.315_real
train,100 50 25,16375,0.31,16375_t0.31_real
train,100 50 25,16375,0.325,16375_t0.325_real
train,100 50 25,16375,0.32,16375_t0.32_real
train,100 50 25,16375,0.335,16375_t0.335_real
train,100 50 25,16375,0.33,16375_t0.33_real
train,100 50 25,16375,0.3449999999999999,16375_t0.345_real
train,100 50 25,16375,0.34,16375_t0.34_real
train,100 50 25,16375,0.3549999999999999,16375_t0.355_real
train,100 50 25,16375,0.3499999999999999,16375_t0.35_real
train,100 50 25,16375,0.2999999999999999,16375_t0.3_real
train,100 50 25,16376,0.185,16376_t0.185_real
train,100 50 25,16376,0.1799999999999999,16376_t0.18_real
train,100 50 25,16376,0.195,16376_t0.195_real
train,100 50 25,16376,0.19,16376_t0.19_real
train,100 50 25,16376,0.2049999999999999,16376_t0.205_real
train,100 50 25,16376,0.215,16376_t0.215_real
train,100 50 25,16376,0.2099999999999999,16376_t0.21_real
train,100 50 25,16376,0.225,16376_t0.225_real
train,100 50 25,16376,0.22,16376_t0.22_real
train,100 50 25,16376,0.2349999999999999,16376_t0.235_real
train,100 50 25,16376,0.23,16376_t0.23_real
train,100 50 25,16376,0.245,16376_t0.245_real
train,100 50 25,16376,0.2399999999999999,16376_t0.24_real
train,100 50 25,16376,0.255,16376_t0.255_real
train,100 50 25,16376,0.25,16376_t0.25_real
train,100 50 25,16376,0.265,16376_t0.265_real
train,100 50 25,16376,0.26,16376_t0.26_real
train,100 50 25,16376,0.275,16376_t0.275_real
train,100 50 25,16376,0.27,16376_t0.27_real
train,100 50 25,16376,0.2849999999999999,16376_t0.285_real
train,100 50 25,16376,0.28,16376_t0.28_real
train,100 50 25,16376,0.2949999999999999,16376_t0.295_real
train,100 50 25,16376,0.2899999999999999,16376_t0.29_real
train,100 50 25,16376,0.2,16376_t0.2_real
train,100 50 25,16376,0.3049999999999999,16376_t0.305_real
train,100 50 25,16376,0.315,16376_t0.315_real
train,100 50 25,16376,0.31,16376_t0.31_real
train,100 50 25,16376,0.325,16376_t0.325_real
train,100 50 25,16376,0.32,16376_t0.32_real
train,100 50 25,16376,0.335,16376_t0.335_real
train,100 50 25,16376,0.33,16376_t0.33_real
train,100 50 25,16376,0.3449999999999999,16376_t0.345_real
train,100 50 25,16376,0.34,16376_t0.34_real
train,100 50 25,16376,0.3549999999999999,16376_t0.355_real
train,100 50 25,16376,0.3499999999999999,16376_t0.35_real
train,100 50 25,16376,0.2999999999999999,16376_t0.3_real
train,100,16378,0.1749999999999999,16378_t0.175_real
train,100,16378,0.185,16378_t0.185_real
train,100,16378,0.1799999999999999,16378_t0.18_real
train,100,16378,0.195,16378_t0.195_real
train,100,16378,0.19,16378_t0.19_real
train,100,16378,0.2049999999999999,16378_t0.205_real
train,100,16378,0.215,16378_t0.215_real
train,100,16378,0.2099999999999999,16378_t0.21_real
train,100,16378,0.225,16378_t0.225_real
train,100,16378,0.22,16378_t0.22_real
train,100,16378,0.2349999999999999,16378_t0.235_real
train,100,16378,0.23,16378_t0.23_real
train,100,16378,0.245,16378_t0.245_real
train,100,16378,0.2399999999999999,16378_t0.24_real
train,100,16378,0.255,16378_t0.255_real
train,100,16378,0.25,16378_t0.25_real
train,100,16378,0.265,16378_t0.265_real
train,100,16378,0.26,16378_t0.26_real
train,100,16378,0.275,16378_t0.275_real
train,100,16378,0.27,16378_t0.27_real
train,100,16378,0.2849999999999999,16378_t0.285_real
train,100,16378,0.28,16378_t0.28_real
train,100,16378,0.2949999999999999,16378_t0.295_real
train,100,16378,0.2899999999999999,16378_t0.29_real
train,100,16378,0.2,16378_t0.2_real
train,100,16378,0.3049999999999999,16378_t0.305_real
train,100,16378,0.315,16378_t0.315_real
train,100,16378,0.31,16378_t0.31_real
train,100,16378,0.32,16378_t0.32_real
train,100,16378,0.2999999999999999,16378_t0.3_real
train,100 50,16379,0.185,16379_t0.185_real
train,100 50,16379,0.1799999999999999,16379_t0.18_real
train,100 50,16379,0.195,16379_t0.195_real
train,100 50,16379,0.19,16379_t0.19_real
train,100 50,16379,0.2049999999999999,16379_t0.205_real
train,100 50,16379,0.215,16379_t0.215_real
train,100 50,16379,0.2099999999999999,16379_t0.21_real
train,100 50,16379,0.225,16379_t0.225_real
train,100 50,16379,0.22,16379_t0.22_real
train,100 50,16379,0.2349999999999999,16379_t0.235_real
train,100 50,16379,0.23,16379_t0.23_real
train,100 50,16379,0.245,16379_t0.245_real
train,100 50,16379,0.2399999999999999,16379_t0.24_real
train,100 50,16379,0.255,16379_t0.255_real
train,100 50,16379,0.25,16379_t0.25_real
train,100 50,16379,0.265,16379_t0.265_real
train,100 50,16379,0.26,16379_t0.26_real
train,100 50,16379,0.275,16379_t0.275_real
train,100 50,16379,0.27,16379_t0.27_real
train,100 50,16379,0.2849999999999999,16379_t0.285_real
train,100 50,16379,0.28,16379_t0.28_real
train,100 50,16379,0.2949999999999999,16379_t0.295_real
train,100 50,16379,0.2899999999999999,16379_t0.29_real
train,100 50,16379,0.2,16379_t0.2_real
train,100 50,16379,0.3049999999999999,16379_t0.305_real
train,100 50,16379,0.315,16379_t0.315_real
train,100 50,16379,0.31,16379_t0.31_real
train,100 50,16379,0.325,16379_t0.325_real
train,100 50,16379,0.32,16379_t0.32_real
train,100 50,16379,0.335,16379_t0.335_real
train,100 50,16379,0.33,16379_t0.33_real
train,100 50,16379,0.34,16379_t0.34_real
train,100 50,16379,0.2999999999999999,16379_t0.3_real
train,100 50,16382,0.105,16382_t0.105_real
train,100 50,16382,0.115,16382_t0.115_real
train,100 50,16382,0.11,16382_t0.11_real
train,100 50,16382,0.125,16382_t0.125_real
train,100 50,16382,0.12,16382_t0.12_real
train,100 50,16382,0.135,16382_t0.135_real
train,100 50,16382,0.13,16382_t0.13_real
train,100 50,16382,0.1449999999999999,16382_t0.145_real
train,100 50,16382,0.14,16382_t0.14_real
train,100 50,16382,0.155,16382_t0.155_real
train,100 50,16382,0.1499999999999999,16382_t0.15_real
train,100 50,16382,0.165,16382_t0.165_real
train,100 50,16382,0.16,16382_t0.16_real
train,100 50,16382,0.1749999999999999,16382_t0.175_real
train,100 50,16382,0.17,16382_t0.17_real
train,100 50,16382,0.185,16382_t0.185_real
train,100 50,16382,0.1799999999999999,16382_t0.18_real
train,100 50,16382,0.195,16382_t0.195_real
train,100 50,16382,0.19,16382_t0.19_real
train,100 50,16382,0.2049999999999999,16382_t0.205_real
train,100 50,16382,0.215,16382_t0.215_real
train,100 50,16382,0.2099999999999999,16382_t0.21_real
train,100 50,16382,0.22,16382_t0.22_real
train,100 50,16382,0.2349999999999999,16382_t0.235_real
train,100 50,16382,0.23,16382_t0.23_real
train,100 50,16382,0.245,16382_t0.245_real
train,100 50,16382,0.2399999999999999,16382_t0.24_real
train,100 50,16382,0.255,16382_t0.255_real
train,100 50,16382,0.25,16382_t0.25_real
train,100 50,16382,0.265,16382_t0.265_real
train,100 50,16382,0.26,16382_t0.26_real
train,100 50,16382,0.275,16382_t0.275_real
train,100 50,16382,0.27,16382_t0.27_real
train,100 50,16382,0.2849999999999999,16382_t0.285_real
train,100 50,16382,0.28,16382_t0.28_real
train,100 50,16382,0.2949999999999999,16382_t0.295_real
train,100 50,16382,0.2899999999999999,16382_t0.29_real
train,100 50,16382,0.2,16382_t0.2_real
train,100 50,16382,0.3049999999999999,16382_t0.305_real
train,100 50,16382,0.315,16382_t0.315_real
train,100 50,16382,0.31,16382_t0.31_real
train,100 50,16382,0.325,16382_t0.325_real
train,100 50,16382,0.32,16382_t0.32_real
train,100 50,16382,0.335,16382_t0.335_real
train,100 50,16382,0.33,16382_t0.33_real
train,100 50,16382,0.3449999999999999,16382_t0.345_real
train,100 50,16382,0.34,16382_t0.34_real
train,100 50,16382,0.3549999999999999,16382_t0.355_real
train,100 50,16382,0.3499999999999999,16382_t0.35_real
train,100 50,16382,0.3649999999999999,16382_t0.365_real
train,100 50,16382,0.3599999999999999,16382_t0.36_real
train,100 50,16382,0.2999999999999999,16382_t0.3_real
train,100 50 25,16384,0.23,16384_t0.23_real
train,100 50 25,16384,0.2399999999999999,16384_t0.24_real
train,100 50 25,16384,0.255,16384_t0.255_real
train,100 50 25,16384,0.25,16384_t0.25_real
train,100 50 25,16384,0.265,16384_t0.265_real
train,100 50 25,16384,0.275,16384_t0.275_real
train,100 50 25,16384,0.2849999999999999,16384_t0.285_real
train,100 50 25,16384,0.28,16384_t0.28_real
train,100 50 25,16384,0.2949999999999999,16384_t0.295_real
train,100 50 25,16384,0.2899999999999999,16384_t0.29_real
train,100 50 25,16384,0.3049999999999999,16384_t0.305_real
train,100 50 25,16384,0.315,16384_t0.315_real
train,100 50 25,16384,0.325,16384_t0.325_real
train,100 50 25,16384,0.335,16384_t0.335_real
train,100 50 25,16384,0.33,16384_t0.33_real
