shot_id,phase,train_fractions_nested,n_slices
15206,train,50 100,26
15207,train,50 100,26
15209,train, 100,26
15210,train, 100,25
15211,train, 100,27
15212,train, 100,27
15213,train, 100,24
15214,train,50 100,24
15215,train, 100,3
15217,train,25 50 100,26
15219,train, 100,13
15220,train,50 100,24
15221,train,50 100,23
15223,train,10 25 50 100,24
15224,train,25 50 100,23
15225,train,50 100,27
15226,train,50 100,7
15227,train, 100,27
15228,train, 100,30
15229,train,10 25 50 100,27
15231,train,1 5 10 25 50 100,30
15232,train,25 50 100,36
15233,train,50 100,26
15234,train, 100,26
15235,train, 100,26
15236,train, 100,26
15245,train,25 50 100,21
15246,train,25 50 100,56
15247,train, 100,47
15248,train, 100,52
15250,train,25 50 100,57
15251,train, 100,52
15252,train,25 50 100,54
15253,train, 100,39
15254,train, 100,10
15255,train, 100,34
15257,train, 100,32
15258,train,5 10 25 50 100,12
15259,train, 100,29
15260,train, 100,31
15261,train,50 100,24
15262,train, 100,30
15263,train, 100,24
15265,train, 100,34
15266,train, 100,35
15267,train, 100,36
15268,train,50 100,31
15271,train, 100,3
15272,train, 100,24
15274,train, 100,25
15275,train, 100,25
15276,train, 100,22
15277,train, 100,2
15278,train,50 100,26
15279,train, 100,26
15280,train,10 25 50 100,22
15281,train, 100,3
15282,train, 100,21
15283,train, 100,13
15284,train,5 10 25 50 100,12
15285,train, 100,16
15286,train,25 50 100,22
15287,train,25 50 100,11
15288,train, 100,12
15289,train, 100,12
15290,train, 100,13
15291,train,50 100,14
15292,train,10 25 50 100,6
15293,train, 100,12
15306,train,25 50 100,15
15308,train, 100,18
15309,train, 100,13
15310,train, 100,14
15311,train, 100,6
15312,train, 100,7
15313,train,25 50 100,19
15314,train,25 50 100,15
15315,train, 100,25
15316,train,10 25 50 100,21
15317,train,25 50 100,23
15319,train, 100,19
15320,train, 100,12
15321,train, 100,27
15325,train,25 50 100,22
15326,train,25 50 100,20
15327,train,5 10 25 50 100,5
15328,train, 100,19
15329,train, 100,21
15330,train,50 100,16
15331,train, 100,8
15334,train,25 50 100,7
15335,train,10 25 50 100,9
15336,train,50 100,33
15337,train, 100,35
15338,train,50 100,35
15339,train,50 100,32
15340,train,50 100,29
15341,train,50 100,32
15349,train,50 100,51
15350,train, 100,53
15353,train, 100,22
15355,train,25 50 100,27
15356,train,25 50 100,18
15357,train, 100,2
15360,train,50 100,37
15361,train,50 100,36
15362,train,25 50 100,36
15363,train, 100,37
15364,train, 100,35
15365,train, 100,38
15366,train, 100,36
15368,train, 100,14
15369,train, 100,7
15370,train,25 50 100,1
15371,train, 100,22
15372,train,10 25 50 100,7
15373,train, 100,21
15375,train,25 50 100,20
15376,train,50 100,1
15379,train, 100,26
15380,train,50 100,33
15381,train, 100,30
15382,train, 100,30
15383,train,50 100,33
15384,train,50 100,29
15386,train, 100,30
15441,train, 100,48
15442,train,50 100,44
15443,train, 100,4
15444,train,50 100,29
15446,train,50 100,31
15448,train,10 25 50 100,5
15449,train,50 100,6
15450,train, 100,9
15451,train, 100,14
15452,train,10 25 50 100,15
15454,train, 100,9
15455,train,1 5 10 25 50 100,7
15456,train, 100,20
15457,train, 100,7
15458,train,50 100,7
15459,train,25 50 100,20
15460,train,50 100,19
15461,train,50 100,17
15477,train,50 100,54
15478,train,50 100,24
15479,train, 100,12
15480,train, 100,30
15481,train, 100,35
15482,train,50 100,5
15483,train, 100,32
15484,train,5 10 25 50 100,25
15485,train,50 100,8
15486,train, 100,9
15490,train,5 10 25 50 100,53
15491,train,25 50 100,40
15492,train,50 100,42
15493,train, 100,40
15494,train,10 25 50 100,40
15495,train,10 25 50 100,36
15496,train, 100,35
15498,train, 100,28
15499,train, 100,32
15500,train, 100,34
15501,train,50 100,42
15504,train, 100,52
15505,train,25 50 100,39
15506,train, 100,30
15507,train,25 50 100,35
15508,train, 100,38
15509,train,25 50 100,40
15510,train,50 100,35
15511,train, 100,41
15512,train, 100,39
15513,train,5 10 25 50 100,7
15514,train, 100,36
15515,train,25 50 100,30
15517,train,50 100,30
15518,train,25 50 100,33
15519,train,10 25 50 100,47
15521,train, 100,41
15523,train, 100,28
15524,train,25 50 100,7
15525,train,50 100,54
15526,train, 100,51
15527,train, 100,28
15528,train, 100,29
15529,train,25 50 100,35
15530,train,50 100,40
15531,train, 100,30
15532,train,50 100,33
15536,train, 100,50
15537,train, 100,34
15539,train, 100,48
15540,train,50 100,37
15541,train,10 25 50 100,39
15544,train, 100,43
15545,train,50 100,31
15546,train, 100,44
15547,train,50 100,45
15548,train, 100,8
15552,train, 100,60
15553,train, 100,50
15554,train, 100,61
15555,train, 100,54
15556,train, 100,45
15557,train, 100,53
15558,train, 100,45
15561,train,50 100,52
15562,train,50 100,49
15563,train, 100,50
15564,train,25 50 100,51
15565,train,25 50 100,50
15566,train, 100,48
15567,train, 100,47
15569,train,50 100,46
15570,train,5 10 25 50 100,42
15571,train, 100,1
15572,train,50 100,51
15573,train, 100,47
15578,train, 100,53
15579,train,25 50 100,49
15580,train,50 100,48
15581,train, 100,45
15582,train,50 100,48
15583,train, 100,44
15585,train, 100,50
15586,train, 100,49
15587,train,50 100,53
15588,train,10 25 50 100,45
15589,train,10 25 50 100,50
15590,train,50 100,50
15591,train,5 10 25 50 100,42
15592,train,50 100,37
15593,train, 100,46
15594,train, 100,48
15595,train,50 100,46
15596,train, 100,44
15599,train,50 100,46
15600,train,50 100,39
15601,train,50 100,52
15602,train,25 50 100,40
15605,train,50 100,52
15606,train,50 100,40
15607,train,50 100,44
15608,train,5 10 25 50 100,49
15609,train,50 100,53
15610,train, 100,49
15611,train,25 50 100,52
15612,train,25 50 100,48
15613,train, 100,47
15614,train,25 50 100,51
15615,train, 100,46
15617,train,50 100,48
15618,train,50 100,48
15619,train, 100,51
15620,train,50 100,42
15621,train,50 100,47
15622,train,5 10 25 50 100,45
15625,train,50 100,54
15626,train,25 50 100,51
15627,train,50 100,43
15628,train,50 100,51
15629,train, 100,42
15630,train, 100,54
15632,train, 100,41
15633,train,50 100,37
15634,train, 100,42
15635,train,50 100,41
15636,train,10 25 50 100,43
15638,train,5 10 25 50 100,43
15640,train,25 50 100,41
15641,train,10 25 50 100,36
15643,train,50 100,39
15644,train, 100,43
15645,train,50 100,37
15646,train, 100,37
15647,train,10 25 50 100,8
15648,train, 100,10
15649,train, 100,31
15650,train,50 100,28
15651,train, 100,22
15652,train, 100,26
15653,train, 100,23
15656,train, 100,55
15659,train, 100,25
15660,train, 100,21
15661,train,50 100,22
15662,train, 100,8
15663,train, 100,9
15664,train,1 5 10 25 50 100,7
15666,train, 100,45
15668,train, 100,52
15669,train,50 100,40
15670,train, 100,44
15672,train,50 100,43
15673,train,50 100,41
15674,train, 100,45
15675,train,25 50 100,44
15676,train, 100,59
15677,train, 100,39
15680,train,50 100,54
15681,train, 100,38
15682,train, 100,39
15683,train,25 50 100,35
15684,train,5 10 25 50 100,39
15685,train, 100,39
15686,train,50 100,38
15687,train, 100,37
15688,train, 100,33
15689,train, 100,37
15694,train,5 10 25 50 100,32
15695,train,25 50 100,37
15696,train, 100,35
15697,train, 100,28
15698,train, 100,34
15699,train, 100,39
15700,train,25 50 100,37
15701,train, 100,29
15702,train,50 100,39
15703,train, 100,46
15704,train,10 25 50 100,40
15705,train, 100,30
15708,train, 100,50
15722,train,50 100,40
15723,train,50 100,8
15724,train, 100,38
15725,train, 100,38
15726,train,5 10 25 50 100,34
15727,train, 100,32
15728,train,5 10 25 50 100,37
15729,train,25 50 100,42
15730,train,25 50 100,6
15732,train,25 50 100,59
15733,train, 100,64
15734,train, 100,15
15735,train,25 50 100,24
15738,train,5 10 25 50 100,53
15740,train,50 100,1
15744,train, 100,1
15748,train,50 100,37
15749,train, 100,38
15750,train,25 50 100,44
15751,train,1 5 10 25 50 100,38
15752,train,25 50 100,36
15758,train, 100,29
15759,train, 100,27
15761,train, 100,23
15762,train,50 100,33
15763,train, 100,32
15764,train, 100,32
15766,train, 100,1
15767,train, 100,2
15770,train,50 100,13
15771,train,50 100,7
15772,train,50 100,5
15774,train, 100,10
15788,train,50 100,39
15789,train,50 100,50
15790,train, 100,48
15791,train,25 50 100,44
15792,train, 100,44
15793,train, 100,52
15795,train, 100,51
15796,train,50 100,18
15797,train, 100,23
15801,train,50 100,31
15802,train, 100,33
15803,train, 100,28
15804,train, 100,31
15805,train,50 100,28
15806,train,10 25 50 100,34
15807,train, 100,36
15808,train,50 100,38
15809,train, 100,29
15814,train,25 50 100,54
15815,train, 100,44
15816,train,5 10 25 50 100,51
15817,train,50 100,55
15818,train, 100,52
15819,train,50 100,54
15824,train, 100,55
15825,train,50 100,40
15826,train,50 100,37
15827,train,50 100,45
15828,train,5 10 25 50 100,43
15829,train,10 25 50 100,36
15831,train,50 100,37
15832,train,25 50 100,30
15833,train,50 100,33
15834,train, 100,31
15835,train, 100,40
15836,train, 100,43
15837,train, 100,41
15838,train,10 25 50 100,22
15839,train, 100,28
15840,train, 100,47
15843,train, 100,54
15845,train, 100,25
15846,train,10 25 50 100,33
15847,train,25 50 100,33
15848,train,25 50 100,39
15850,train, 100,18
15851,train, 100,35
15852,train,25 50 100,42
15853,train,50 100,41
15854,train,50 100,40
15855,train, 100,39
15856,train, 100,45
15858,train, 100,33
15859,train,50 100,26
15860,train,50 100,32
15861,train, 100,50
15866,train, 100,54
15867,train, 100,52
15868,train, 100,40
15869,train,50 100,40
15870,train, 100,42
15871,train, 100,51
15872,train, 100,52
15873,train, 100,42
15874,train,10 25 50 100,50
15877,train, 100,50
15883,train,50 100,34
15884,train, 100,35
15885,train,25 50 100,34
15886,train,50 100,33
15889,train,50 100,47
15890,train, 100,11
15892,train,25 50 100,8
15893,train, 100,17
15894,train,25 50 100,1
15895,train, 100,31
15896,train,50 100,33
15897,train,25 50 100,6
15898,train,50 100,7
15899,train,50 100,30
15900,train,50 100,37
15901,train,50 100,42
15902,train,50 100,43
15903,train,25 50 100,34
15904,train, 100,42
15905,train, 100,46
15906,train,10 25 50 100,45
15907,train,25 50 100,44
15908,train,5 10 25 50 100,37
15909,train, 100,10
15912,train, 100,53
15925,train, 100,4
15930,train,50 100,6
15931,train, 100,34
15932,train, 100,17
15934,train,10 25 50 100,19
15935,train,50 100,41
15936,train, 100,60
15937,train,50 100,52
15938,train, 100,50
15939,train, 100,53
15940,train,50 100,55
15941,train,25 50 100,55
15945,train, 100,54
15946,train,50 100,50
15948,train, 100,32
15951,train, 100,36
15952,train,5 10 25 50 100,49
15953,train,25 50 100,14
15955,train,50 100,21
15956,train, 100,19
15957,train,25 50 100,24
15958,train,25 50 100,25
15960,train,25 50 100,27
15962,train,25 50 100,2
15967,train,50 100,36
15968,train, 100,22
15969,train,50 100,20
15970,train, 100,47
15971,train,50 100,46
15972,train,10 25 50 100,17
15975,train,25 50 100,36
15976,train, 100,53
15977,train, 100,44
15978,train,5 10 25 50 100,42
15980,train, 100,42
15981,train,50 100,44
15982,train, 100,30
15983,train, 100,38
15984,train, 100,35
15985,train, 100,33
15986,train,50 100,31
15987,train, 100,37
15988,train,25 50 100,30
15989,train,50 100,35
15991,train, 100,34
15993,train,50 100,29
15994,train,50 100,33
15995,train, 100,31
15996,train,25 50 100,2
15997,train, 100,7
15999,train,50 100,18
16000,train,25 50 100,21
16003,train,25 50 100,24
16004,train,50 100,18
16008,train,25 50 100,42
16009,train, 100,50
16010,train, 100,37
16011,train, 100,33
16013,train, 100,36
16014,train, 100,36
16016,train, 100,38
16018,train, 100,27
16019,train,25 50 100,38
16020,train, 100,53
16021,train, 100,17
16022,train,25 50 100,15
16023,train, 100,17
16024,train,25 50 100,17
16025,train, 100,19
16026,train,50 100,7
16027,train, 100,23
16028,train, 100,17
16029,train,50 100,15
16032,train, 100,37
16033,train, 100,12
16035,train, 100,30
16036,train, 100,33
16037,train, 100,46
16038,train,50 100,45
16039,train,50 100,45
16040,train, 100,43
16042,train, 100,23
16043,train,10 25 50 100,34
16044,train,25 50 100,7
16045,train, 100,10
16047,train, 100,42
16048,train, 100,41
16049,train,1 5 10 25 50 100,50
16051,train, 100,27
16052,train,50 100,53
16053,train, 100,28
16054,train, 100,32
16055,train,50 100,50
16056,train, 100,32
16057,train,50 100,35
16058,train, 100,51
16060,train, 100,52
16061,train,25 50 100,35
16062,train, 100,31
16065,train, 100,54
16066,train,50 100,15
16067,train, 100,8
16068,train,5 10 25 50 100,10
16070,train,25 50 100,34
16071,train,25 50 100,37
16072,train, 100,27
16074,train,25 50 100,26
16075,train, 100,26
16076,train, 100,34
16077,train,10 25 50 100,30
16078,train,50 100,10
16080,train,50 100,32
16081,train,5 10 25 50 100,41
16082,train,1 5 10 25 50 100,36
16084,train, 100,35
16085,train,50 100,29
16086,train, 100,44
16091,train, 100,32
16092,train, 100,5
16097,train,1 5 10 25 50 100,30
16098,train, 100,30
16099,train, 100,32
16100,train,25 50 100,27
16102,train, 100,36
16105,train,10 25 50 100,32
16106,train, 100,35
16108,train, 100,49
16109,train,50 100,40
16110,train,10 25 50 100,45
16111,train, 100,15
16119,train, 100,17
16120,train,50 100,40
16121,train, 100,42
16122,train, 100,45
16123,train,10 25 50 100,47
16124,train,50 100,43
16125,train, 100,51
16126,train,50 100,35
16127,train, 100,55
16129,train,50 100,47
16130,train, 100,45
16131,train,25 50 100,22
16132,train, 100,25
16134,train, 100,32
16136,train,25 50 100,30
16137,train,50 100,31
16138,train,50 100,30
16140,train,50 100,44
16141,train,25 50 100,3
16144,train, 100,52
16145,train,25 50 100,25
16146,train, 100,22
16147,train,50 100,29
16148,train,50 100,18
16149,train, 100,33
16150,train, 100,16
16151,train, 100,38
16152,train,50 100,31
16153,train,50 100,37
16155,train,50 100,31
16157,train,5 10 25 50 100,18
16160,train,25 50 100,5
16161,train, 100,6
16162,train, 100,34
16163,train, 100,14
16165,train,50 100,37
16166,train,50 100,41
16167,train,50 100,36
16168,train,25 50 100,44
16169,train,25 50 100,53
16170,train, 100,41
16171,train, 100,3
16172,train,50 100,50
16173,train,50 100,3
16174,train,5 10 25 50 100,35
16180,train,50 100,5
16181,train,50 100,67
16182,train,50 100,49
16184,train,25 50 100,43
16185,train,25 50 100,38
16186,train, 100,51
16187,train, 100,42
16188,train,50 100,59
16189,train, 100,51
16190,train,10 25 50 100,34
16192,train, 100,51
16193,train, 100,40
16194,train,25 50 100,34
16195,train, 100,37
16196,train,25 50 100,29
16197,train,1 5 10 25 50 100,8
16198,train, 100,29
16201,train,50 100,54
16203,train, 100,40
16206,train, 100,42
16207,train, 100,16
16208,train,50 100,30
16209,train, 100,49
16210,train,50 100,32
16211,train, 100,43
16212,train, 100,42
16213,train, 100,45
16214,train,25 50 100,35
16215,train,50 100,48
16216,train,50 100,49
16217,train, 100,38
16218,train, 100,35
16219,train, 100,41
16221,train, 100,27
16222,train, 100,17
16223,train, 100,25
16224,train, 100,31
16225,train, 100,18
16226,train, 100,15
16228,train, 100,17
16229,train,5 10 25 50 100,22
16230,train, 100,26
16231,train, 100,31
16235,train, 100,51
16237,train,50 100,31
16238,train,50 100,12
16239,train, 100,30
16240,train,25 50 100,17
16241,train,25 50 100,34
16242,train,50 100,13
16244,train, 100,45
16245,train,25 50 100,44
16246,train,10 25 50 100,45
16247,train,50 100,43
16248,train,25 50 100,45
16249,train, 100,45
16251,train, 100,50
16254,train,1 5 10 25 50 100,52
16255,train, 100,40
16256,train, 100,42
16257,train, 100,40
16258,train,50 100,21
16259,train,50 100,18
16260,train,50 100,41
16261,train, 100,48
16262,train,25 50 100,41
16263,train,5 10 25 50 100,49
16264,train, 100,48
16265,train, 100,53
16266,train, 100,51
16267,train,50 100,48
16268,train, 100,34
16269,train, 100,40
16271,train, 100,27
16272,train,50 100,23
16273,train, 100,26
16274,train,25 50 100,26
16275,train, 100,28
16276,train,50 100,21
16277,train, 100,24
16278,train, 100,28
16279,train,50 100,33
16281,train, 100,29
16282,train,25 50 100,32
16283,train, 100,24
16284,train,50 100,29
16287,train,25 50 100,54
16288,train,25 50 100,36
16289,train, 100,33
16290,train, 100,35
16291,train,1 5 10 25 50 100,35
16292,train,50 100,33
16293,train,10 25 50 100,34
16294,train,10 25 50 100,31
16295,train, 100,32
16296,train, 100,39
16297,train, 100,37
16298,train, 100,33
16299,train,5 10 25 50 100,32
16300,train,25 50 100,34
16301,train,50 100,30
16302,train,50 100,31
16303,train,50 100,20
16304,train, 100,67
16310,train,25 50 100,54
16311,train,5 10 25 50 100,23
16313,train,50 100,4
16314,train, 100,45
16315,train,25 50 100,24
16316,train, 100,29
16317,train,50 100,34
16318,train,50 100,1
16319,train,50 100,30
16320,train, 100,45
16321,train,25 50 100,48
16322,train, 100,27
16323,train,25 50 100,25
16324,train, 100,34
16325,train,50 100,28
16326,train,50 100,51
16327,train,25 50 100,51
16328,train,50 100,53
16329,train, 100,42
16330,train, 100,43
16333,train, 100,46
16334,train,50 100,41
16335,train, 100,42
16338,train,50 100,54
16339,train, 100,48
16340,train,25 50 100,48
16341,train,25 50 100,47
16342,train, 100,44
16344,train, 100,46
16345,train,50 100,46
16346,train,25 50 100,30
16347,train,5 10 25 50 100,5
16349,train,50 100,19
16350,train,50 100,13
16352,train, 100,27
16353,train,50 100,28
16357,train,50 100,55
16358,train,25 50 100,37
16359,train, 100,12
16360,train,50 100,60
16362,train, 100,32
16364,train, 100,15
16367,train, 100,24
16368,train, 100,62
16369,train, 100,16
16370,train, 100,35
16372,train,50 100,33
16373,train,50 100,36
16374,train,25 50 100,37
16375,train,25 50 100,35
16376,train,25 50 100,36
16378,train, 100,30
16379,train,50 100,33
16382,train,50 100,52
16384,train,25 50 100,17
16385,train,50 100,19
16388,train, 100,13
16389,train, 100,3
16390,train,50 100,23
16391,train, 100,36
16392,train, 100,10
16394,train,50 100,20
16395,train, 100,1
16396,train, 100,9
16400,train, 100,54
16402,train,25 50 100,43
16403,train,25 50 100,32
16404,train, 100,49
16406,train,25 50 100,40
16407,train, 100,48
16408,train, 100,49
16409,train,50 100,46
16411,train, 100,51
16412,train,50 100,49
16413,train,50 100,42
16419,train,5 10 25 50 100,54
16420,train, 100,45
16421,train, 100,39
16422,train, 100,36
16423,train, 100,38
16424,train,50 100,39
16425,train, 100,35
16427,train,5 10 25 50 100,38
16428,train, 100,37
16429,train,50 100,32
16430,train, 100,29
16431,train,5 10 25 50 100,30
16432,train, 100,3
16433,train,50 100,1
16437,train,25 50 100,40
16441,train, 100,53
16442,train, 100,30
16443,train,5 10 25 50 100,37
16444,train,25 50 100,44
16445,train,10 25 50 100,25
16446,train,5 10 25 50 100,8
16447,train,50 100,19
16448,train, 100,5
16449,train, 100,39
16450,train, 100,29
16451,train,50 100,45
16453,train, 100,33
16454,train, 100,25
16455,train,1 5 10 25 50 100,30
16456,train, 100,33
16457,train,50 100,31
16458,train,5 10 25 50 100,28
16460,train, 100,26
16461,train,25 50 100,32
16466,train,25 50 100,54
16468,train,50 100,40
16469,train,25 50 100,32
16470,train, 100,31
16471,train, 100,31
16472,train,50 100,49
16473,train,10 25 50 100,39
16474,train,50 100,42
16475,train,25 50 100,46
16476,train,25 50 100,40
16477,train,50 100,43
16478,train, 100,8
16479,train, 100,51
16480,train,10 25 50 100,49
16481,train,5 10 25 50 100,31
16482,train,5 10 25 50 100,17
16483,train,10 25 50 100,36
16484,train,25 50 100,33
16485,train, 100,14
16486,train, 100,16
16488,train,50 100,7
16542,train, 100,4
16549,train, 100,1
16552,train,50 100,10
16553,train,10 25 50 100,13
16568,train,50 100,10
16572,train, 100,17
16573,train, 100,21
16575,train,25 50 100,1
16577,train,10 25 50 100,30
16578,train,50 100,37
16579,train,50 100,32
16581,train, 100,18
16582,train,5 10 25 50 100,31
16583,train,25 50 100,22
16584,train, 100,28
16587,train,25 50 100,2
16588,train, 100,43
16589,train,50 100,39
16590,train,25 50 100,36
16591,train, 100,34
16592,train, 100,37
16593,train,25 50 100,35
16594,train, 100,47
16595,train, 100,46
16598,train,50 100,35
16599,train,25 50 100,5
16600,train,50 100,1
16601,train,25 50 100,48
16602,train,25 50 100,21
16603,train, 100,57
16607,train, 100,8
16611,train,10 25 50 100,48
16615,train,50 100,39
16618,train, 100,61
16620,train, 100,60
16621,train, 100,8
16622,train, 100,41
16623,train, 100,56
16624,train, 100,9
16627,train, 100,57
16629,train, 100,53
16631,train,25 50 100,48
16635,train,50 100,51
16636,train,50 100,51
16637,train, 100,55
16638,train,5 10 25 50 100,55
16639,train, 100,55
16644,train, 100,60
16648,train, 100,56
16650,train,5 10 25 50 100,48
16651,train,1 5 10 25 50 100,61
16652,train, 100,59
16663,train, 100,1
16665,train, 100,40
16667,train,25 50 100,22
16668,train, 100,21
16669,train, 100,18
16671,train,50 100,34
16673,train, 100,37
16674,train, 100,36
16675,train, 100,37
16677,train, 100,35
16678,train, 100,35
16679,train,50 100,37
16680,train, 100,34
16681,train,25 50 100,37
16682,train,50 100,35
16683,train,10 25 50 100,33
16684,train,5 10 25 50 100,36
16686,train, 100,38
16687,train, 100,36
16688,train, 100,37
16689,train,25 50 100,37
16690,train, 100,36
16691,train, 100,37
16692,train,10 25 50 100,21
16695,train,25 50 100,15
16696,train,50 100,41
16697,train,50 100,34
16698,train,50 100,38
16699,train, 100,30
16700,train, 100,28
16701,train, 100,44
16702,train, 100,59
16703,train, 100,64
16704,train, 100,21
16705,train,50 100,12
16707,train, 100,18
16708,train, 100,43
16709,train,50 100,24
16711,train, 100,4
16713,train, 100,3
16716,train, 100,3
16718,train,50 100,16
16722,train,50 100,37
16723,train, 100,39
16724,train,50 100,39
16725,train,25 50 100,25
16726,train, 100,23
16727,train, 100,26
16728,train,25 50 100,23
16729,train,50 100,26
16730,train,50 100,23
16731,train,25 50 100,13
16733,train,50 100,3
16734,train,25 50 100,25
16735,train, 100,8
16736,train,50 100,19
16738,train,50 100,22
16743,train, 100,20
16745,train,50 100,38
16748,train, 100,39
16749,train, 100,39
16750,train, 100,38
16754,train,10 25 50 100,40
16769,train,50 100,27
16770,train,50 100,49
16771,train,50 100,61
16787,train, 100,61
16789,train, 100,57
16790,train,10 25 50 100,45
16791,train,1 5 10 25 50 100,49
16792,train,50 100,66
16793,train, 100,67
16794,train,25 50 100,66
16795,train,50 100,47
16796,train,50 100,11
16797,train, 100,28
16798,train,50 100,24
16799,train,25 50 100,9
16801,train, 100,28
16802,train, 100,21
16804,train,25 50 100,44
16805,train, 100,13
16818,train,50 100,31
16820,train, 100,12
16821,train, 100,24
16822,train,50 100,25
16823,train,25 50 100,25
16825,train,1 5 10 25 50 100,24
16826,train,25 50 100,22
16827,train,50 100,25
16828,train, 100,25
16831,train, 100,38
16847,train,50 100,34
16850,train,5 10 25 50 100,70
16851,train, 100,18
16852,train,50 100,22
16853,train,50 100,20
16854,train,10 25 50 100,20
16855,train, 100,18
16856,train,25 50 100,20
16857,train, 100,20
16858,train, 100,21
16860,train, 100,20
16869,train,25 50 100,13
16917,train,50 100,7
16918,train, 100,14
16919,train,25 50 100,13
16920,train,25 50 100,49
16921,train,50 100,8
16922,train,5 10 25 50 100,45
16923,train, 100,43
16924,train, 100,52
16925,train, 100,2
16927,train,25 50 100,44
16928,train, 100,39
16929,train,50 100,45
16931,train, 100,1
16932,train,50 100,44
16936,train,50 100,28
16937,train, 100,15
16938,train, 100,21
16939,train, 100,28
16940,train, 100,29
16941,train, 100,28
16942,train,5 10 25 50 100,19
16943,train,25 50 100,63
16944,train, 100,73
16945,train, 100,66
16948,train,25 50 100,51
16949,train,50 100,56
16950,train, 100,40
16951,train, 100,11
16953,train,50 100,29
16954,train, 100,6
16955,train, 100,40
16956,train, 100,40
16957,train,25 50 100,37
16958,train, 100,25
16959,train,50 100,34
16960,train,10 25 50 100,32
16961,train, 100,44
16964,train,50 100,17
16966,train, 100,6
16967,train,5 10 25 50 100,6
16968,train,50 100,50
16969,train,50 100,7
16970,train, 100,36
16971,train,50 100,32
16972,train,25 50 100,39
16973,train,1 5 10 25 50 100,26
16974,train,50 100,39
16976,train,50 100,38
16977,train,50 100,41
16978,train,25 50 100,40
16979,train,50 100,23
16980,train, 100,15
16981,train, 100,25
16982,train,25 50 100,7
16983,train,5 10 25 50 100,12
16984,train,50 100,7
16985,train, 100,18
16986,train,25 50 100,14
16987,train, 100,5
16988,train,25 50 100,18
16989,train, 100,5
16990,train, 100,36
16991,train,50 100,29
16992,train,25 50 100,28
16996,train, 100,5
16999,train,50 100,34
17000,train, 100,34
17001,train, 100,35
17002,train, 100,33
17003,train, 100,27
17004,train,50 100,41
17005,train,5 10 25 50 100,40
17006,train,25 50 100,21
17007,train, 100,21
17008,train,25 50 100,19
17009,train,25 50 100,21
17010,train, 100,23
17012,train,50 100,2
17014,train, 100,4
17015,train,50 100,21
17016,train, 100,20
17018,train, 100,19
17021,train, 100,49
17022,train,50 100,48
17024,train,50 100,40
17028,train, 100,53
17029,train,10 25 50 100,33
17030,train, 100,38
17032,train,25 50 100,43
17033,train, 100,43
17035,train,50 100,46
17036,train,50 100,46
17037,train, 100,65
17038,train,50 100,57
17039,train,50 100,67
17040,train, 100,56
17041,train, 100,63
17042,train, 100,68
17043,train, 100,55
17044,train, 100,6
17045,train,50 100,12
17046,train, 100,26
17047,train,50 100,31
17048,train,50 100,5
17053,train, 100,52
17054,train, 100,62
17055,train,10 25 50 100,56
17056,train,50 100,37
17057,train, 100,38
17058,train,25 50 100,36
17059,train,50 100,35
17062,train,10 25 50 100,37
17063,train, 100,44
17064,train, 100,60
17065,train, 100,50
17066,train,50 100,58
17067,train, 100,62
17068,train, 100,59
17069,train, 100,41
17070,train, 100,48
17071,train,25 50 100,34
17074,train,25 50 100,49
17075,train,50 100,36
17076,train,50 100,38
17077,train,50 100,37
17078,train,10 25 50 100,30
17079,train,50 100,36
17080,train,10 25 50 100,59
17081,train,50 100,36
17082,train, 100,56
17083,train, 100,40
17085,train,5 10 25 50 100,68
17086,train,50 100,36
17087,train,5 10 25 50 100,36
17088,train, 100,39
17089,train,50 100,42
17091,train, 100,36
17092,train,10 25 50 100,21
17093,train,25 50 100,31
17094,train, 100,37
17095,train, 100,22
17096,train, 100,31
17097,train,50 100,37
17098,train,25 50 100,35
17101,train,25 50 100,45
17102,train, 100,14
17105,train,10 25 50 100,16
17107,train,50 100,23
17108,train,5 10 25 50 100,21
17109,train,5 10 25 50 100,21
17110,train,50 100,39
17111,train,25 50 100,47
17112,train,25 50 100,66
17113,train,25 50 100,40
17115,train, 100,31
17116,train,25 50 100,38
17117,train,25 50 100,41
17118,train, 100,34
17119,train, 100,36
17122,train,50 100,39
17126,train, 100,42
17127,train,25 50 100,43
17129,train, 100,42
17130,train, 100,34
17131,train,25 50 100,29
17132,train,50 100,7
17133,train,50 100,16
17134,train,50 100,17
17135,train, 100,38
17136,train,10 25 50 100,41
17137,train,50 100,16
17138,train,5 10 25 50 100,14
17139,train,50 100,32
17142,train, 100,24
17143,train,50 100,20
17146,train,50 100,14
17147,train, 100,11
17148,train, 100,9
17149,train, 100,30
17150,train, 100,1
17151,train,10 25 50 100,30
17152,train,10 25 50 100,24
17153,train,50 100,21
17154,train, 100,34
17156,train, 100,42
17157,train,50 100,36
17158,train,25 50 100,41
17159,train,50 100,25
17162,train,50 100,45
17163,train, 100,47
17164,train,50 100,7
17165,train, 100,60
17166,train,50 100,88
17167,train, 100,82
17168,train, 100,78
17169,train,5 10 25 50 100,82
17170,train, 100,87
17171,train,5 10 25 50 100,67
17172,train, 100,82
17173,train, 100,71
17174,train,25 50 100,84
17175,train, 100,63
17176,train,50 100,80
17177,train, 100,41
17178,train, 100,41
17180,train,50 100,46
17181,train,50 100,45
17182,train, 100,44
17185,train,25 50 100,26
17186,train,25 50 100,8
17187,train, 100,24
17188,train,25 50 100,24
17189,train,50 100,24
17190,train,25 50 100,65
